"REALINC","REALRINC","WRKSTAT","HRS1","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSTA","SPWRKSLF","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","SIBS","CHILDS","AGE","EDUC","PAEDUC","MAEDUC","SPEDUC","SEX","RACE","RES16","REG16","MOBILE16","FAMILY16","INCOM16","BORN","PARBORN","GRANBORN","HOMPOP","BABIES","PRETEEN","TEENS","ADULTS","UNRELAT","EARNRS","REGION","RELIG","ATTEND","RELIG16","FUND16","SPREL","RACLIVE","HEALTH","WKSUB","WKSUBS","WKSUP","UNEMP","OWNGUN","PHONE","PARTNERS","PASEI10","PRESTG10","SEI10","SPPRES10","SPSEI10","YEAR","ID_","CLASS_","UNION_","ETH1"
40756.5,27171,"1",40,0,"42","43","1",0,0,"1",0,"43","43",NA,NA,2,2,51,18,NA,16,16,0,"1","4","5","1","5",5,1,"0","0",2,0,0,0,2,0,2,"5","4",0,"1","3","4",1,"2",0,NA,1,0,"2",3,1,NA,52,67.8,39,67.7,2004,"1644","3","4","8"
9811.75,NA,"5",NA,0,"64","32","1",0,0,"5",0,"32","32",1,"22",3,6,76,11,6,6,15,1,"1","4","5","1","1",NA,1,"0","1",3,0,0,0,3,0,3,"5","2",7,"2","2","2",1,"3",NA,NA,NA,0,"1",3,1,59.1,43,36.2,64,84.2,2004,"1655","3","4","11"
40756.5,22642.5,"1",40,0,"26","28","1",0,0,"1",0,"28","28",NA,NA,0,0,28,16,NA,15,16,1,"1","4","9","3","5",3,1,"0","0",2,0,0,0,2,0,2,"6","1",3,"1","1","1",1,"3",1,1,0,0,"2",3,1,NA,46,61.4,54,72.5,2004,"1671","2","4","8"
16604.5,5434.2,"1",40,1,"20","35","1",1,0,"1",0,"35","35",1,"20",4,0,61,12,9,12,12,1,"1","2","6","1","1",3,1,"0","0",2,0,0,0,2,0,2,"6","1",3,"1","1","1",1,"1",0,NA,1,0,"1",3,1,39.9,46,39.9,60,41.4,2004,"1678","3","4","11"
33209,33209,"1",45,0,"42","15","1",0,0,"1",0,"15","15",0,"98",3,2,53,18,10,12,15,0,"1","3","3","3","1",3,1,"0","0",1,0,0,0,1,NA,1,"6","1",6,"1","3","4",1,"2",1,1,0,1,"1",4,1,63.1,58,71.7,47,62.7,2004,"1699","2","4","24"
60380,40756.5,"3",NA,1,"49","80","1",0,0,"1",0,"80","80",0,"20",4,0,49,14,12,16,16,1,"1","6","7","3","3",3,1,"0","0",2,0,0,0,2,0,2,"6","1",8,"1","1","1",0,"1",1,1,0,1,"2",3,1,68.6,49,56.9,60,76.3,2004,"1709","3","4","30"
33209,22642.5,"1",48,0,"72","51","1",0,0,"2",0,"51","51",0,"23",5,1,41,12,16,12,12,1,"1","1","2","3","1",3,1,"0","0",3,0,0,1,2,0,3,"6","1",7,"2","2","1",1,"2",1,1,0,0,"1",3,1,80.9,42,35.3,40,33.4,2004,"1713","2","4","18"
27171,12830.75,"2",18,1,"33","43","1",0,0,"3",0,"43","43",1,"20",3,4,46,15,16,8,16,0,"1","3","7","2","1",2,1,"0","0",3,0,0,1,2,0,2,"7","1",8,"1","2","1",0,"3",1,0,1,1,"1",3,1,51.7,56,76.7,39,67.7,2004,"1720","3","4","8"
1207.6,301.9,"2",10,0,"42","55","1",0,0,"1",0,"55","55",NA,NA,3,0,23,12,NA,12,12,0,"1","3","7","1","5",3,1,"0","0",2,0,0,0,2,0,2,"7","2",4,"2","2","11",1,"4",1,1,0,1,"2",3,1,NA,25,12.6,29,39.9,2004,"1737","2","4","17"
60380,60380,"1",40,0,"10","20","1",0,0,"1",0,"20","20",0,"30",2,2,43,17,16,16,16,1,"1","5","5","3","1",2,1,"0",NA,4,0,2,0,2,0,2,"5","11",2,"2","2","2",1,"2",1,1,1,1,"2",3,1,89.1,59,64.9,54,62.9,2004,"1750","3","4","14"
40756.5,40756.5,"1",40,0,"11","50","1",0,0,"7",0,"50","50",0,"74",1,2,40,14,12,12,14,1,"1","3","4","3","1",3,1,"0","0",4,0,1,1,2,0,2,"5","2",2,"2","2","1",1,"2",1,1,1,0,"1",3,1,63.7,61,74.8,53,73.9,2004,"1768","3","4","14"
27171,3320.9,"2",6,0,"22","22","1",0,0,"1",0,"22","22",NA,NA,3,0,35,20,NA,16,20,1,"1","4","2","3","5",5,1,"0","4",2,0,0,0,2,0,2,"5","4",0,"3","3","4",1,"2",1,0,0,1,"2",3,1,NA,74,84.5,74,84.5,2004,"1782","3","4","21"
40756.5,27171,"1",40,0,"77","52","1",0,0,"1",0,"52","52",0,"77",2,3,43,14,14,15,13,1,"2","1","5","1","1",3,1,"0","0",6,2,0,0,4,0,2,"5","1",5,"1","1","1",1,"1",1,1,1,0,"1",3,NA,46.5,50,46.5,36,35.3,2004,"1805","3","1","97"
33209,14340.25,"1",40,0,"91","83","1",0,0,"1",0,"83","83",0,"85",8,3,56,11,8,NA,11,1,"1","3","8","1","1",5,1,"0","1",2,0,0,0,2,0,2,"8","1",0,"1","2","1",1,"2",1,1,1,1,"1",3,1,14.4,35,32,32,13.2,2004,"1810","2","1","11"
128434.605938,NA,"1",89,1,"61","12","1",1,0,"1",0,"12","12",1,"47",2,3,48,12,16,12,12,1,"1","3","8","1","1",4,1,"0","1",4,0,0,2,2,0,2,"8","1",4,"1","1","1",1,"2",0,NA,0,1,"1",3,1,43,36,30.8,53,69.3,2004,"1821","3","4","24"
33209,19623.5,"1",40,0,"51","48","1",0,0,"1",0,"48","48",NA,NA,1,2,35,13,NA,16,13,0,"1","3","8","2","5",2,1,"0","1",4,0,1,1,2,0,2,"8","13",5,"1","2","13",1,"2",1,0,1,0,"2",3,1,NA,40,33.4,45,62,2004,"1829","3","4","26"
33209,33209,"1",40,1,"47","43","1",1,0,"1",1,"43","43",1,"45",4,2,58,12,8,12,12,1,"1","6","9","2","1",2,1,"0","0",2,0,0,0,2,0,2,"9","1",1,"1","3","1",0,"1",0,NA,1,0,"1",3,1,21.5,38,43,39,67.7,2004,"1854","3","4","14"
128434.605938,49813.5,"1",44,0,"30","30","1",0,0,"2",0,"30","30",0,"13",2,0,54,20,16,17,20,1,"1","3","9","3","1",4,1,"0","0",2,0,0,0,2,NA,2,"9","1",2,"1","3","1",1,"2",1,1,1,0,"2",6,1,85.2,62,89.1,66,92,2004,"1863","3","4","14"
19623.5,NA,"5",NA,0,"96","67","1",0,0,"5",0,"67","67",1,"20",6,3,82,12,6,8,8,0,"1","2","4","3","1",NA,1,"0","4",2,0,0,0,2,0,0,"9","1",5,"1","2","1",0,"3",NA,NA,NA,0,"2",3,1,39.9,25,23.3,41,27.2,2004,"1889","2","4","11"
40756.5,14340.25,"2",28,0,"60","26","1",0,0,"2",0,"26","26",NA,NA,1,2,38,16,NA,16,17,0,"1","4","9","3","5",1,1,"0","0",4,2,0,0,2,0,2,"8","1",6,"1","3","1",1,"2",1,1,1,0,"2",3,1,NA,52,82.4,46,61.4,2004,"1916","3","4","14"
128434.605938,1207.6,"2",16,0,"35","13","1",0,0,"5",0,"13","13",0,"73",2,3,63,12,12,10,17,0,"1","3","8","2","1",3,1,"0","0",2,0,0,0,2,0,1,"8","1",2,"1","1","1",1,"2",1,1,0,0,"1",3,1,36.4,48,36.9,53,68.6,2004,"1924","3","4","8"
60380,22642.5,"1",40,0,"42","23","1",0,0,"1",0,"23","23",0,"23",7,4,55,12,16,16,16,1,"1","4","0","3","1",4,0,"8","4",4,0,0,1,3,NA,3,"9","2",7,"2","2","2",1,"2",1,0,0,0,"2",3,1,82.5,24,20.7,61,80.9,2004,"1951","2","1","18"
33209,16604.5,"2",60,0,"10","43","1",0,0,"1",0,"43","43",NA,NA,3,0,46,12,NA,12,12,1,"3","3","9","1","5",2,1,"0","2",2,0,0,0,2,0,2,"9","2",2,"2","2","1",1,"3",0,NA,1,1,"2",3,1,NA,48,64.5,39,67.7,2004,"1966","2","1","97"
27171,12830.75,"1",48,0,"47","42","1",0,0,"1",0,"42","42",0,"82",11,3,62,12,12,6,14,0,"3","3","9","1","1",2,1,"1","2",2,0,0,0,2,0,2,"9","2",1,"2","2","2",1,"2",1,1,0,0,"2",2,NA,34.6,38,43,24,20.7,2004,"1977","2","4","32"
40756.5,NA,"1",30,0,"36","45","1",1,0,"1",0,"45","45",0,"40",4,3,41,12,15,12,12,1,"3","3","9","1","1",NA,1,"0","2",3,0,1,0,2,0,2,"9","1",7,"1","1","1",1,"2",1,1,0,0,"2",3,1,32.6,48,24.2,36,24.6,2004,"1981","2","4","97"
60380,NA,"7",NA,0,"74","11","1",0,0,"1",0,"11","11",0,"63",1,2,40,14,8,11,13,0,"1","3","2","2","1",NA,1,"0","1",4,2,0,0,2,0,2,"2","6",0,"2","2","4",0,"1",1,1,1,1,"2",3,NA,31,33,63.7,60,83.8,2004,"1984","3","4","25"
49813.5,27171,"1",50,0,"47","32","1",0,0,"1",0,"32","32",0,"87",2,3,54,16,12,12,16,1,"1","4","2","2","1",2,1,"0",NA,2,0,0,0,2,0,2,"2","2",7,"2","2","2",1,"1",1,1,1,0,"2",3,1,37.2,38,43,64,84.2,2004,"1993","3","1","11"
12830.75,301.9,"7",NA,1,"29","47","1",1,0,"1",0,"47","47",0,"17",2,3,37,13,12,12,13,1,"1","3","1","2","1",2,0,"2","2",3,0,0,1,2,1,2,"1","4",0,"4","3","4",1,"2",1,0,0,1,"1",3,1,86.6,48,51.5,28,21.6,2004,"2002","2","4","10"
40756.5,NA,"1",50,0,"17","57","1",0,0,"1",0,"57","57",0,"80",5,2,50,20,14,12,15,1,"1","3","3","3","1",NA,1,"0","0",4,0,1,1,2,0,2,"1","4",0,"1","1","4",1,"1",1,1,1,1,"1",3,1,76.3,65,86.7,47,38.8,2004,"2007","3","2","11"
4528.5,NA,"1",24,0,"42","63","1",0,0,"3",0,"63","63",NA,NA,2,2,28,8,NA,11,10,0,"1","3","1","1","5",NA,1,"0","0",5,0,2,0,3,0,2,"1","2",2,"2","2","2",0,"3",1,0,1,1,"2",3,1,NA,25,12.6,42,31,2004,"2011","2","4","8"
128434.605938,134008.440726,"1",55,0,"11","27","1",1,0,"2",1,"27","27",0,"43",20,2,44,20,12,NA,16,1,"1","3","4","2","4",3,1,"0","0",5,0,1,1,3,0,2,"4","1",7,"1","1","1",1,"1",0,NA,1,0,"1",3,1,67.7,60,83.8,49,37.2,2004,"2035","4","4","8"
49813.5,49813.5,"1",50,1,"10","52","1",0,0,"2",0,"52","52",1,"14",3,1,43,13,14,16,18,1,"1","4","0","3","1",2,0,"8","4",2,0,0,0,2,0,2,"4","1",5,"1","1","1",1,"2",0,NA,1,0,"2",2,1,68,72,77.4,31,37.6,2004,"2039","4","4","4"
40756.5,2113.3,"3",NA,0,"20","63","1",0,0,"1",0,"63","63",0,"98",1,0,45,16,18,12,11,0,"1","3","9","3","1",3,1,"0","0",2,0,0,0,2,0,2,"4","1",3,"1","3","1",1,"2",1,1,0,1,"1",3,1,70.1,56,53.8,49,45.4,2004,"2044","3","2","8"
33209,19623.5,"1",44,0,"27","77","1",0,0,"2",0,"77","77",0,"15",2,0,49,20,14,16,20,0,"1","3","3","3","1",3,1,"0","0",2,0,0,0,2,0,2,"4","1",8,"1","3","1",1,"1",1,1,1,1,"2",3,1,57.4,51,52.3,35,25,2004,"2049","3","4","24"
49813.5,27171,"3",NA,0,"32","77","1",0,0,"3",0,"77","77",0,"78",2,2,60,14,12,12,16,0,"1","3","4","1","1",2,1,"0","0",2,0,0,0,2,0,2,"4","1",3,"1","3","1",0,"1",NA,NA,NA,0,"1",3,1,18.8,64,84.2,50,46.5,2004,"2064","3","4","11"
40756.5,3924.7,"2",18,0,"47","17","1",0,0,"5",0,"17","17",1,"30",2,4,71,18,12,9,16,0,"1","3","4","2","1",4,1,"0","0",2,0,0,0,2,0,1,"4","1",7,"1","2","1",0,"1",1,0,0,0,"1",3,1,91.6,31,39.7,65,86.7,2004,"2068","3","4","14"
40756.5,40756.5,"1",48,1,"47","47","1",0,0,"1",1,"47","47",0,"89",1,3,31,12,12,12,12,1,"1","1","4","3","1",3,1,"0","0",5,0,3,0,2,0,2,"8","2",3,"2","2","1",0,"1",1,1,1,0,"1",3,1,26.8,38,43,38,43,2004,"2098","2","4","11"
19623.5,NA,"2",39,0,"41","20","1",1,0,"1",1,"20","20",0,"77",5,3,45,12,12,12,12,0,"1","1","4","3","1",NA,1,"0","2",5,0,0,0,5,0,3,"4","1",2,"1","2","4",0,"1",1,0,0,0,"1",3,NA,25,31,19.6,46,39.9,2004,"2110","3","4","19"
19623.5,19623.5,"1",60,1,"20","20","1",0,0,"1",1,"20","20",1,"63",3,2,46,12,12,12,12,0,"1","3","4","2","1",3,1,"0","0",2,0,0,0,2,0,2,"4","1",4,"1","2","4",0,"1",0,NA,0,0,"2",3,NA,45.4,46,39.9,46,39.9,2004,"2133","2","4","11"
19623.5,NA,"7",NA,0,"41","56","1",0,0,"1",0,"56","56",1,"20",1,2,43,14,8,12,12,0,"1","2","4","1","1",NA,1,"0","0",2,0,0,0,2,0,4,"4","2",8,"2","2","1",1,"3",1,1,0,0,"1",3,NA,39.9,31,19.6,35,23.7,2004,"2136","3","4","14"
NA,NA,"1",35,0,"57","12","1",0,0,"1",0,"12","12",1,"20",5,2,53,13,10,12,16,0,"1","2","3","2","1",2,1,"0","0",2,0,0,0,2,0,2,"3","1",1,"4","3","4",0,"2",1,0,1,0,"1",3,1,39.9,47,38.8,53,69.3,2004,"2145","3","4","8"
16604.5,8302.25,"1",40,0,"36","62","1",1,0,"1",0,"62","62",0,"84",2,1,48,12,12,8,11,0,"1","1","4","1","1",3,1,"0","1",2,0,0,0,2,0,2,"4","1",5,"1","2","4",1,"2",1,1,0,1,"1",3,1,20.3,48,24.2,28,25.2,2004,"2178","2","4","30"
19623.5,1207.6,"2",30,0,"78","91","1",0,0,"1",0,"91","91",0,"37",3,4,43,13,12,12,12,0,"1","2","4","1","1",3,1,"0","0",4,0,0,2,2,0,2,"4","1",8,"1","1","1",0,"2",1,1,0,0,"1",3,1,65.1,30,20.5,35,32,2004,"2187","2","4","41"
8302.25,2717.1,"2",20,0,"24","81","1",0,0,"5",0,"81","81",0,"98",2,1,42,13,16,12,14,0,"1","6","5","3","1",5,1,"0","3",3,1,0,0,2,0,1,"4","1",7,"1","1","1",0,"2",1,0,0,1,"1",3,1,70.1,55,77.2,55,62.6,2004,"2192","2","4","26"
NA,NA,"1",39,0,"41","58","1",1,0,"4",0,"58","58",NA,NA,5,0,40,11,NA,10,10,0,"1","6","3","2","5",3,1,"0","0",2,0,0,0,2,0,2,"3","1",3,"1","1","1",0,"2",1,1,0,0,"2",3,1,NA,31,19.6,37,32.6,2004,"2230","2","4","8"
40756.5,19623.5,"1",80,0,"48","63","1",0,0,"1",0,"63","63",0,"44",2,3,39,12,15,12,12,0,"1","6","3","2","1",3,1,"0",NA,2,0,0,0,2,0,2,"3","1",6,"2","2","1",0,"2",1,1,0,0,"1",3,1,66.1,47,57.8,42,31,2004,"2247","2","4","10"
40756.5,16604.5,"3",NA,0,"23","72","1",0,0,"1",0,"72","72",0,"74",5,0,29,17,12,16,12,0,"1","1","3","2","1",3,1,"0","0",2,0,0,0,2,0,2,"3","1",6,"1","2","1",0,"1",1,0,0,0,"2",3,1,46.2,64,82.5,45,31.2,2004,"2250","2","1","11"
33209,22642.5,"1",60,0,"81","87","1",0,0,"1",0,"87","87",0,"63",1,2,61,14,5,11,16,1,"1","3","5","2","1",3,1,"0","4",4,0,0,1,3,0,4,"5","2",1,"2","2","2",1,"2",1,0,0,0,"1",3,1,65.3,55,62.6,39,38.1,2004,"2264","3","4","11"
49813.5,11321.25,"2",30,1,"64","50","1",0,0,"1",0,"50","50",0,"70",3,1,55,16,16,14,16,1,"1","2","5","2","1",3,1,"0","0",2,0,0,0,2,0,2,"5","1",4,"1","1","1",1,"2",0,NA,1,1,"1",3,NA,53.1,43,36.2,46,52,2004,"2273","2","4","8"
22642.5,11321.25,"1",60,0,"72",NA,"1",1,0,"7",NA,NA,NA,0,"82",1,1,24,10,12,11,12,1,"1","3","5","1","1",3,1,"0","0",3,0,0,0,3,0,2,"5","11",4,"1","1","11",0,"3",1,1,0,1,"1",3,2,31.1,42,35.3,NA,NA,2004,"2289","2","4",NA
NA,NA,"1",46,0,"25","53","1",0,0,"4",0,"53","53",0,"89",3,2,48,14,11,10,15,0,"1","1","5","1","1",3,1,"0","0",4,0,0,0,4,0,4,"5","1",0,"1","1","1",0,"2",1,1,0,0,"2",3,1,26.8,48,26.1,42,59.9,2004,"2297","2","4","14"
33209,19623.5,"1",40,0,"47","20","1",1,0,"1",0,"20","20",0,"70",4,2,56,13,9,10,15,1,"1","3","5","2","1",2,1,"0","0",2,0,0,0,2,0,2,"5","1",7,"4","3","1",0,"1",1,1,0,0,"2",3,1,52.4,48,57.5,50,68.6,2004,"2305","2","4","24"
33209,33209,"1",60,0,"84","52","1",0,0,"1",0,"52","52",0,"91",2,1,40,12,14,12,16,1,"1","3","5","1","1",3,1,"0","0",3,0,1,0,2,0,1,"5","1",7,"1","1","1",0,"1",1,1,0,0,"2",3,1,32,34,20.3,31,37.6,2004,"2322","2","4","11"
NA,NA,"1",56,0,"46","62","1",1,0,"5",0,"62","62",0,"20",12,8,67,7,0,3,2,0,"1","2","5","1","1",4,1,"0","0",3,0,0,0,3,0,1,"5","1",5,"1","1","4",1,"2",0,NA,0,0,"2",3,0,39.9,48,20.1,44,28.7,2004,"2363","1","4","97"
33209,16604.5,"2",20,0,"32","50","1",1,0,"1",0,"50","50",0,"80",6,1,49,16,15,13,12,0,"1","5","1","3","3",4,1,"1","2",7,0,4,0,3,0,3,"5","13",1,"1","3","1",1,"2",1,1,1,0,"1",3,1,76.3,64,84.2,53,73.9,2004,"2366","3","4","14"
128434.605938,22642.5,"1",40,0,"43","51","1",0,0,"2",1,"51","51",0,"88",7,1,56,14,9,14,16,0,"1","2","5","3","1",1,1,"0","0",3,0,0,0,3,0,3,"5","4",2,"1","3","2",1,"1",1,1,0,0,"2",3,1,17.1,39,67.7,45,38.3,2004,"2377","3","4","8"
33209,11321.25,"1",40,0,"55","98","1",0,0,"1",0,"98","98",0,NA,8,2,32,15,16,8,17,0,"2","3","7","2","1",3,1,"0","0",2,0,0,0,2,0,2,"7","1",7,"1","2","1",0,"2",1,1,0,0,"1",3,NA,NA,32,38.2,48,39.1,2004,"2383","2","4","1"
27171,19623.5,"1",56,0,"34","47","1",0,0,"1",1,"47","47",0,"47",0,2,51,14,12,14,12,1,"1","3","5","1","1",3,1,"0","0",3,0,0,1,2,0,2,"5","1",5,"1","1","1",1,"2",0,NA,1,0,"1",3,1,39.7,62,53,48,57.5,2004,"2428","2","4","8"
22642.5,NA,"1",40,0,"47","51","1",0,0,"3",0,"51","51",0,"62",1,3,23,12,10,12,13,1,"1","3","7","1","1",NA,1,"0","0",5,3,0,0,2,0,5,"7","1",7,"1","3","1",1,"1",1,0,1,1,"2",6,NA,25.2,31,39.7,39,20.8,2004,"2440","3","4","11"
128434.605938,134008.440726,"1",25,1,"47","57","1",0,0,"7",0,"57","57",0,"37",3,3,56,16,11,11,14,1,"1","3","7","1","1",3,1,"0","1",2,0,0,0,2,0,1,"7","1",7,"1","1","1",1,"2",0,NA,1,0,"1",2,NA,72.6,38,43,47,38.8,2004,"2447","4","4","30"
49813.5,19623.5,"4",NA,0,"91","23","1",0,0,"1",0,"23","23",1,"64",1,1,56,12,9,13,18,1,"1","2","5","2","1",1,1,"0","2",2,0,0,0,2,0,2,"5","1",8,"1","3","1",1,"2",1,0,1,1,"1",3,1,24,35,32,61,80.9,2004,"2471","2","4","32"
11321.25,301.9,"7",NA,0,"41","62","1",1,0,"4",0,"62","62",0,"40",5,3,43,11,NA,NA,9,0,"1","6","5","3","3",3,1,"0","0",2,0,0,0,2,0,2,"5","2",2,"2","2","8",0,"2",NA,NA,NA,1,"1",3,1,13.6,31,19.6,28,25.2,2004,"2472","2","4","11"
27171,14340.25,"1",40,0,"47","12","1",0,0,"1",0,"12","12",0,"20",4,2,25,13,8,8,14,0,"1","4","7","3","8",2,1,"0","0",4,2,0,0,2,0,2,"7","2",7,"1","1","2",1,"1",1,1,1,1,"2",3,1,62.6,38,43,53,69.3,2004,"2508","3","4","30"
33209,2113.3,"7",NA,0,"58","91","1",1,0,"1",0,"91","91",0,"62",2,0,29,12,8,14,10,0,"3","3","7","1","1",2,1,"0","0",3,0,0,0,3,0,2,"7","1",8,"1","1","1",1,"1",0,NA,0,0,"1",3,1,25.2,32,35.8,35,32,2004,"2525","3","4","30"
9811.75,9811.75,"1",70,0,"91","46","1",0,0,"7",0,"46","46",0,"91",4,1,23,13,11,12,13,1,"1","2","6","1","2",4,1,"0","0",2,0,0,0,2,0,3,"6","1",4,"1","1","1",1,"1",1,1,0,0,"1",2,NA,32,35,32,35,21.8,2004,"2533","2","4","14"
19623.5,NA,"8",NA,0,"35","91","1",1,0,"1",0,"91","91",0,"61",2,0,52,12,4,8,8,0,"1","1","6","2","1",NA,1,"0","0",2,0,0,0,2,0,1,"6","1",2,"1","1","4",1,"3",1,1,0,1,"1",3,1,20,69,46.6,35,32,2004,"2534","3","4","14"
49813.5,49813.5,"1",40,0,"72","47","1",1,0,"7",0,"47","47",0,"81",3,3,45,15,12,12,12,1,"1","3","3","3","1",3,1,"0","0",4,0,0,1,3,0,4,"6","1",1,"4","3","1",1,"3",1,1,0,0,"1",3,NA,48.3,45,31.2,28,21.6,2004,"2546","3","1","14"
60380,19623.5,"7",NA,0,"52","19","1",1,0,"1",0,"19","19",1,"47",3,1,23,13,12,12,12,0,"1","3","7","2","1",3,1,"0","0",2,0,0,0,2,0,2,"7","1",5,"1","1","1",0,"1",1,1,1,1,"1",2,NA,57.5,31,37.6,76,63.2,2004,"2570","3","4","15"
49813.5,16604.5,"1",70,1,"15","23","1",1,0,"1",0,"23","23",0,"20",3,1,42,14,8,12,16,1,"1","1","7","1","1",3,1,"0","0",2,0,0,0,2,0,2,"7","1",1,"1","1","1",0,"2",0,NA,1,0,"2",3,1,39.9,34,49.6,61,80.9,2004,"2580","3","4","8"
NA,12830.75,"1",46,0,"23","62","1",0,0,"3",0,"62","62",0,"62",2,0,26,16,14,12,12,0,"1","3","5","1","1",2,1,"0","0",2,0,0,0,2,0,2,"5","1",0,"1","3","1",0,"1",0,NA,0,1,"2",3,1,25.2,53,41.1,28,25.2,2004,"2617","2","4","30"
49813.5,27171,"1",55,0,"15","50","1",1,0,"1",0,"50","50",0,"68",1,0,46,16,12,13,12,1,"1","3","5","1","1",3,1,"0","2",2,0,0,0,2,0,2,"5","2",2,"2","2","1",0,"2",1,1,1,0,"1",3,1,42.2,50,57.4,46,52,2004,"2618","3","4","15"
9811.75,1207.6,"2",32,0,"40","62","1",1,0,"8",0,"62","62",0,"68",1,2,55,13,14,10,14,0,"1","1","5","1","1",3,1,"2","2",2,0,0,0,2,0,2,"5","1",1,"1","3","2",0,"1",0,NA,1,0,"1",3,1,42.2,32,26.9,28,25.2,2004,"2626","2","2","11"
49813.5,11321.25,"1",40,0,"23","48","1",0,0,"1",0,"48","48",0,"68",4,2,36,16,14,12,16,1,"1","3","8","1","1",3,1,"1","2",2,0,0,0,2,0,2,"8","2",6,"2","2","2",0,"3",0,NA,0,1,"2",3,1,42.2,61,71.7,45,62,2004,"2658","3","4","17"
19623.5,19623.5,"1",45,0,"63","96","1",1,0,"5",0,"96","96",0,"60",2,2,53,16,8,9,12,1,"1","3","8","1","1",3,1,"8","4",2,0,0,0,2,0,1,"8","11",7,"2","2","11",0,"2",1,1,0,0,"2",3,1,14,42,31,22,14.8,2004,"2663","3","4","17"
27171,16604.5,"1",40,0,"41","62","1",0,0,"1",0,"62","62",NA,NA,17,0,41,17,NA,8,12,0,"1","3","9","1","5",4,0,"8","4",3,0,0,0,3,0,2,"9","1",3,"1","2","1",1,"1",1,0,1,0,"2",4,NA,NA,41,54.6,28,25.2,2004,"2719","2","4","25"
22642.5,14340.25,"1",40,0,"81","80","1",0,0,"2",0,"80","80",0,"77",2,2,54,14,16,12,13,1,"1","3","2","1","1",3,1,"1","4",2,0,0,0,2,0,3,"2","2",2,"2","2","2",0,"2",1,1,1,1,"2",3,NA,33.9,38,28.4,60,76.3,2004,"2768","2","4","15"
9811.75,NA,"1",32,0,"91","20","1",1,0,"1",0,"20","20",1,"32",6,1,27,14,12,NA,17,1,"1","3","3","1","4",NA,1,"0","0",1,0,0,0,1,NA,1,"3","1",3,"1","1","4",1,"2",1,1,0,1,"2",3,1,84.2,35,32,54,62.9,2004,"2775","2","2","8"
NA,NA,"2",2,1,"23","50","1",0,0,"1",0,"50","50",0,"86",3,2,34,16,13,14,16,0,"1","1","6","3","1",2,1,"0","0",4,1,1,0,2,0,2,"5","1",8,"1","2","1",1,"2",1,1,1,0,"2",3,NA,27.7,38,59.1,53,73.9,2004,"2803","3","4","30"
9811.75,NA,"2",23,0,"89","32","1",0,0,"1",0,"32","32",0,"23",1,0,23,16,17,16,16,1,"3","4","9","2","1",NA,1,"0","2",2,0,0,0,2,0,1,"9","1",4,"1","2","1",1,"2",1,1,0,0,"2",3,1,82.5,35,26.8,64,84.2,2004,"2806","2","4","20"
6395.625,1137,"3",NA,0,"42","42","1",0,0,"1",0,"42","42",1,"60",6,2,32,12,0,0,6,0,"1","3","0","3","1",2,0,"8","4",3,1,0,0,2,0,2,"1","2",3,"2","2","2",1,"2",1,0,0,0,"2",3,NA,14,24,20.7,37,18.6,2006,"88","2","4","38"
NA,NA,"2",35,0,"48","31","1",1,0,"1",1,"31","31",1,"26",2,3,40,17,10,12,14,0,"1","5","2","2","1",4,1,"0","4",5,1,2,0,2,0,2,"2","1",5,"10","3","11",1,"2",1,1,0,0,"1",6,1,61.4,45,62,39,41,2006,"96","3","4","29"
68220,46901.25,"1",55,0,"63","32","1",0,0,"2",0,"32","32",0,"96",3,1,28,16,12,12,14,1,"1","3","2","2","3",4,1,"0","0",3,1,0,0,2,0,2,"2","2",3,"2","2","2",1,"2",1,0,1,0,"2",3,1,23.3,47,65.3,64,84.2,2006,"141","3","2","15"
144502.71714,56850,"3",NA,1,"72","72","1",0,0,"1",1,"72","72",0,"62",4,4,43,12,0,3,12,0,"1","6","2","2","1",3,0,"8","4",6,0,1,3,2,0,3,"2","2",7,"2","2","2",0,"1",0,NA,1,0,"2",3,1,25.2,45,31.2,45,31.2,2006,"154","2","4","32"
38373.75,18476.25,"1",43,0,"52","64","1",1,0,"1",0,"64","64",1,"64",3,2,38,14,10,12,12,0,"1","4","2","2","1",2,1,"8","4",4,0,2,0,2,0,2,"2","10",4,"10","3","2",0,"1",1,1,1,0,"2",3,1,24,31,37.6,35,24,2006,"156","2","4","12"
NA,NA,"2",20,1,"71","23","1",0,0,"1",0,"23","23",1,"83",1,1,68,16,15,12,16,1,"1","6","2","3","1",4,1,"0","4",2,0,0,0,2,0,2,"2","3",8,"3","3","3",1,"2",0,NA,0,0,"2",3,NA,26.5,51,78.3,61,80.9,2006,"169","3","4","21"
144502.71714,68220,"1",50,0,"70","23","1",0,0,"7",0,"23","23",0,"67",1,2,58,14,12,12,12,1,"1","5","2","2","1",3,1,"0",NA,2,0,0,0,2,0,1,"2","2",2,"2","2","2",NA,"2",1,1,1,0,"2",2,1,40,49,51.8,61,80.9,2006,"180","3","4","14"
13501.875,6395.625,"1",20,0,"42","42","1",0,0,"1",0,"42","42",0,"42",11,4,41,6,0,0,6,0,"3","5","0","3","1",1,0,"8","4",4,0,1,1,2,0,4,"2","2",5,"2","2","2",1,"2",1,0,1,1,"2",3,NA,18.6,25,12.6,37,18.6,2006,"206","2","4","17"
