"PARTYID","POLVIEWS","NATROAD","NATSOC","NATMASS","NATPARK","EQWLTH","TAX","SPKATH","COLATH","LIBATH","SPKRAC","COLRAC","LIBRAC","SPKCOM","COLCOM","LIBCOM","SPKMIL","COLMIL","LIBMIL","SPKHOMO","COLHOMO","LIBHOMO","CAPPUN","GUNLAW","COURTS","HELPFUL","FAIR","TRUST","CONFINAN","CONBUS","CONCLERG","CONEDUC","CONFED","CONLABOR","CONPRESS","CONMEDIC","CONTV","CONJUDGE","CONSCI","CONLEGIS","CONARMY","OBEY","POPULAR","THNKSELF","WORKHARD","HELPOTH","GETAHEAD","ABDEFECT","ABNOMORE","ABHLTH","ABPOOR","ABRAPE","ABANY","XMARSEX","HOMOSEX","POLHITOK","POLABUSE","POLMURDR","POLESCAP","POLATTAK","HELPPOOR","HELPNOT","HELPSICK","HELPBLK","YEAR","ID_","CLASS_"
"1",4,"2","1","2","2",2,"2",1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,"2","2","2","2","2","2","2","3","2","2","3","3","2","2","2","2","2",3,5,4,1,2,"2",1,0,1,0,1,NA,"1","1",0,0,0,1,1,3,3,4,4,2000,"2191","3"
"1",4,"1","1","2","2",2,"1",1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,"2","2","2","2","2","1","2","1","2","3","2","2","2","2","2","2","1",1,5,4,2,3,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,2,3,5,2000,"2199","3"
"4",6,"2","1","1","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","1","1","1","1","3","3","3","1","3","1","1","2","1",3,5,1,4,2,"1",1,0,1,0,1,0,"1","1",1,1,1,1,1,5,5,5,4,2000,"2210","3"
"5",4,"2","1","1","3",6,"1",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"2","1","2","2","1","1","1","1","2","1","2","2","3","2","1","2","1",1,5,4,3,2,"1",1,0,1,0,0,0,"1","1",0,0,0,1,1,1,4,3,5,2000,"2216","2"
"0",4,"1","1","2","1",1,"2",0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,"2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","2","1",3,5,2,4,1,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,3,3,3,2000,"2226","3"
"1",4,"1","2","1","2",4,"2",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,"2","1","2","1","1","1","1","1","1","2","2","1","2","1","1","1","1",2,5,1,3,4,"1",1,0,1,0,1,0,"1","1",1,0,0,0,1,3,3,3,3,2000,"2232","3"
"1",3,"1","1","2","2",7,"2",0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,"2","1","1","1","3","2","1","1","2","2","3","2","2","2","2","3","2",3,5,4,1,2,"1",1,1,1,1,1,0,"1","3",0,0,0,1,1,1,1,1,3,2000,"2234","2"
"4",5,"3","1","2","2",1,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","2","1","1","1","2","3","2","3","3","2","1","3","3","1","2","2",1,5,3,2,4,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,3,5,3,3,2000,"2250","2"
"5",5,"2","3",NA,"1",3,"1",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,"2","3","3","1","1","1","1","1","1","2","1","1","2","2","2","1","1",1,5,3,4,2,"1",0,0,0,0,0,0,"1","1",0,0,0,1,1,2,3,1,3,2000,"2302","2"
"6",3,"2","1","2","2",4,"1",1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,"2","1","2","1","2","1","2","1","3","2","2","2","2","1","1","2","1",2,5,1,3,4,"1",1,1,1,1,1,1,"1",NA,1,0,0,1,1,3,4,2,4,2000,"2307","3"
"4",5,"1","2","2","1",7,"1",1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,"2","1","2","2","3","1","2","3","3","2","3","1","3","3","1","2","1",3,5,1,2,4,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,4,4,4,4,2000,"2320","4"
"1",5,"1","1","2","2",7,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"2","1","2","1","3","2","3","2","2",NA,"3","2","3","2","2","2","2",2,5,1,3,4,"1",0,0,0,0,0,0,"1","1",0,0,0,0,0,4,4,4,5,2000,"2340","2"
"3",4,"1","1","2","2",3,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","1","2","2","1","2","3","2","2","1","1","1",NA,"2","1",3,5,4,1,2,"2",1,0,1,0,1,0,"1","3",1,0,0,1,1,2,2,2,3,2000,"2345","2"
"6",6,"2","1","2","2",7,"2",1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,"2","1","1","2","1","1","1","2","2","2","3","2","3","1","1","1","1",2,5,4,1,3,"3",0,0,0,0,0,0,"1","1",1,0,0,1,1,1,3,1,5,2000,"2352","2"
"6",6,"2","2","3","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","2","1","1","1","2","2","3","3","3","1","2","1","1","1","1",5,4,3,2,1,"1",1,0,1,0,1,0,"1","4",1,0,0,1,1,5,5,5,5,2000,"2379","3"
"5",2,"2","1","2","1",5,"1",1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","1","1","2","1","2","3","3","2","3","2","1","2","2",1,5,2,4,3,"1",1,0,1,0,1,0,"2","4",1,0,0,1,1,3,5,5,4,2000,"2381","2"
"4",5,"2","2","2","2",7,"2",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"2","1","2","1","1","1","1","2","2","3","2","1","2","1","2","2","1",4,5,1,3,2,"1",1,1,1,1,1,1,"1","1",1,0,0,0,1,4,4,4,5,2000,"2382","3"
"5",4,"1","1","1","1",5,"3",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,NA,1,"2","1","2","1","1","1","1","1","2","1","2","1","2","1","1","2","1",4,5,1,2,3,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,3,2,3,2000,"2383","3"
"1",4,"2","1","2","2",5,"1",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",1,5,3,4,2,"1",1,0,1,0,1,0,"1","1",0,1,1,1,1,3,3,2,4,2000,"2386","3"
"2",2,"2","2",NA,"2",3,"1",1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,"3","1","2","1","2","1","1","2","3","2","2","1","2","1","1","2","1",4,5,1,2,3,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,4,4,2,4,2000,"2392","2"
"4",7,"1","1","2","1",1,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,"2","2","1","2","3","2","2","1","3","3","2","2","3","2","2","3","2",5,4,1,3,2,"2",1,1,1,1,1,1,"1","1",0,0,0,0,1,3,3,5,5,2000,"2398","3"
"2",4,"1","1","2","2",1,"1",0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,"2","2","1","2","3","2","3","3","3","3","3","1","1","3","2","3","1",1,5,4,3,2,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,3,5,5,5,2000,"2407","4"
"5",5,"1","1","2","2",7,"2",1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","2","1","1","1","2","3","3","2","2","2","2","2","2","1",1,5,2,3,4,"1",0,0,1,0,0,0,"1","1",1,0,0,1,1,5,5,5,5,2000,"2410","2"
"6",6,"1","2","1","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,"2","1","2","2","2","1","2","1","2","2","3","2","3","2","2","3","1",1,5,2,3,4,"1",0,0,1,0,0,0,"1","1",1,1,0,1,1,3,2,2,3,2000,"2412","2"
"5",7,"2","3","2","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","2","2","2","1","2","2","3","3","2","3","1","3","1","1","2",3,5,1,4,2,"3",0,0,0,0,0,0,"1","1",1,0,0,1,1,5,5,5,5,2000,"2413","2"
"5",6,"2","2","2","2",7,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,"3","1","2","1","1","1","2","2","3","3","3","1","3","3","2","2","2",4,5,1,3,2,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,4,4,4,4,2000,"2430","3"
"5",5,"1","1","1","2",4,"1",1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,"2","1","2","2","2","2","1","1","3","3","2","2","3","1","2","2","1",2,5,3,4,1,"1",0,0,1,0,0,0,"1","1",1,0,0,1,1,4,4,3,4,2000,"2432","3"
"6",6,"2","2","2","3",7,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,"2","2","2","2","3","2","2","2","3","2","3","2","3","3","2","3","2",4,5,1,3,2,"1",0,0,1,0,0,0,"1","1",1,0,0,1,1,5,5,5,5,2000,"2440","3"
"3",4,"2","1","1","2",2,"1",1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,"2","2","1","2","3","3","2","3","3","3","3","2","3","3","2","3","3",4,5,1,3,2,"3",1,1,1,1,1,1,"2","4",0,1,0,1,1,3,4,3,5,2000,"2442","2"
"6",3,"2","1","2","2",5,"1",1,0,0,0,0,1,1,NA,0,0,0,1,1,1,0,1,1,"2","1","2","1","1","2","2","2","2","2","3","1","3","2","2","3","2",4,5,1,2,3,"1",1,0,1,0,1,NA,"1","1",1,0,0,1,1,4,4,3,4,2000,"2451","2"
"3",5,"1","1","2","2",5,"1",1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,"2","1","2","1","3","2","2","2","3",NA,"3","1","3","2","2","2","2",1,5,3,4,2,"1",0,0,1,0,1,0,"1","1",0,0,0,1,1,4,4,4,5,2000,"2457","2"
"0",4,"1","1","3","2",3,"1",1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,"2","2","1","2","3","2","1","2","2","2","1","2","2","2","1","2","2",1,2,3,4,5,"3",1,1,1,1,1,1,"1","4",1,0,0,1,1,1,3,1,3,2000,"2462","2"
"6",6,"2","2","2","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,NA,"1","2","2","3","2","2","2","3","3","3","2","3","2","2","3","2",1,5,2,3,4,"1",NA,0,0,0,0,0,"1","1",1,0,0,1,1,5,5,4,4,2000,"2488","4"
"5",5,"1","1","3","1",1,"1",0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,"2","2","1","2","2","1","2","2","1","1","3","1","3","3","2","3","1",3,5,4,2,1,"1",1,1,1,0,1,0,"1","1",1,0,0,1,1,3,3,3,5,2000,"2495","2"
"0",4,"1","1","1","1",1,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,NA,1,"2","1","2","1","2","1","1","2","1","2","3","1","2","1","1","2","1",4,5,1,3,2,"1",0,0,1,0,0,0,"1","1",1,0,0,1,1,3,4,1,2,2000,"2503","2"
"0",4,"2","1","1","2",2,"1",1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","2","2","2","1","2","2","2","3","2","2","2","2","2","2",5,4,2,3,1,"3",1,0,1,0,0,0,"1","1",1,0,0,1,1,4,2,4,2,2000,"2508","2"
"3",2,"1","1","1","1",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","3","3","3","2","3","2","2","2","2","2","2","2","1","3","2",5,4,1,2,3,"2",1,1,1,1,1,1,"3","3",1,0,0,1,1,3,3,1,3,2000,"2527","3"
"1",5,"1","1","1","1",4,"1",1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","3","1","3","2","2","2","2","3","3","3","2","3","2","2","2","2",4,5,2,1,3,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,3,1,3,2000,"2531","3"
"5",4,"2","1","2","2",5,"1",1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,"2","2","2","1","1","1","2","1","2",NA,"3","1","1","2","1","3","2",5,4,3,2,1,"3",0,0,0,0,1,0,"1","1",1,0,0,1,1,4,5,4,4,2000,"2569","3"
"4",3,"2","1","2","2",7,"1",1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,NA,"2","2","2","1","1","1","2","2","2","3","2","3","1","2","1","1",3,5,1,2,4,"1",1,0,1,0,1,0,"1",NA,1,0,0,1,1,3,1,3,4,2000,"2572","2"
"5",4,"2","2","2","2",3,"1",1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,"2","2","1","2","2","2","2","1","2","1","2","1","2","2","2","2","2",4,5,1,3,2,"1",1,1,1,0,1,1,"2",NA,0,0,0,1,1,2,3,2,3,2000,"2578","2"
"5",4,"2","1","2","2",3,"2",1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,"2","1","1","2","2","1","2","2","3","2","2","1","2","2","3","3","2",5,4,3,1,2,"1",1,0,1,0,0,0,"1","4",0,0,0,1,1,5,3,1,3,2000,"2582","2"
"5",4,"2","1","2","2",6,"1",1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,"2","1","2","1","1","1","1","1","2","2","2","1","2","1","1","1","1",4,5,2,1,3,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,4,4,2,4,2000,"2601","3"
"4",5,"2","2","1","1",5,"1",1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,"2","1","2","1","1","2","2","2","3","2","3","2","2","1","1","2","2",4,5,3,1,2,"1",0,0,1,0,1,0,"1","1",0,0,0,1,1,3,4,2,3,2000,"2608","3"
"7",2,"2","1","3","2",5,"1",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"2","2","1","1","3","3","2","2","2","2","1","2","2",NA,NA,"3","3",4,5,1,3,2,"1",0,0,1,0,1,1,"1","1",1,0,0,1,1,3,3,1,5,2000,"2616","2"
"4",5,"2","2","1","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","1","2","2","1",NA,"3",NA,"3","2","3","3","1","1","3","1",4,5,1,2,3,"2",1,1,1,1,1,1,"1",NA,1,0,0,1,1,5,5,5,5,2000,"2617","3"
"4",4,"2","2","2","2",4,"1",1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,"1","2","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2",5,4,2,1,3,"3",1,1,1,1,1,1,"1","1",0,0,0,1,1,3,3,2,3,2000,"2622","3"
"6",7,"2","2","2","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","2","1","3","3","2","3","3","3","3","2","3","2","2","3","3",4,5,1,3,2,"1",0,0,1,0,0,0,"2","1",1,1,0,1,1,5,5,5,5,2000,"2666","2"
"6",4,"2","1","3","3",7,"2",1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,"2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2",4,5,1,2,3,"1",0,0,1,0,0,0,"1","1",1,0,0,0,1,4,4,4,5,2000,"2701","2"
"1",2,"2","2","2","2",1,"1",1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,"2","2","1","2","1","2","2","2","2","2","2","2","3","2","2","2","2",1,5,3,2,4,"2",1,1,1,1,1,1,"1","4",1,1,0,1,1,3,3,1,5,2000,"2708","2"
"1",4,"2","1",NA,"1",7,"2",0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,"2","2","1","2","1","1","2","2","2","2","1","1","1","2","2","2","1",2,5,3,4,1,"1",1,1,1,1,1,1,"1","4",0,0,0,0,1,3,3,3,5,2000,"2711","2"
"5",4,"1","1","2","1",4,"1",1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,"2","2","2","1","2","2","2","2","2","3","3","1","2","2","1","2","2",4,5,3,2,1,"1",1,0,1,0,1,0,"2","1",0,0,0,1,1,3,3,2,4,2000,"2714","2"
"5",5,"2","1","2","1",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,NA,"3","3","2","2","2","1","2","2","2","3","2","2","2","1","2","2","2",1,5,4,2,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,5,5,3,5,2000,"2717","3"
"6",6,"1","1","1","3",5,"1",0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,"2","2","1","2","2","1","1","2","3","3","3","1","3","2","2","3","2",2,5,1,3,4,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,4,5,1,5,2000,"2719","3"
"0",4,"1","1","2","2",3,"1",1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,"2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",2,5,1,3,4,"1",1,1,1,0,1,1,"2","1",1,0,0,1,1,3,2,2,4,2000,"2727","3"
"5",4,"2","1","1","2",4,"1",1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,"3","1","2","2","2","1","2","2","1","2","2","1","2","1","1","2","1",4,5,3,1,2,"1",1,0,1,0,1,0,"1","2",1,0,0,1,1,2,3,2,3,2000,"2733","3"
"3",4,"1","1","1","2",7,"1",1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,"2","2","1","2","2","1","3","2","3","2","3","2","2","3","1","3","3",1,5,2,3,4,"1",0,0,1,0,1,0,"1","1",0,0,0,1,1,5,4,5,5,2000,"2747","4"
"6",6,"2",NA,NA,"1",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","1","1","1","1","3","3","2","2","2","1","1","2","1","1","1",4,5,1,2,3,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,5,5,4,5,2000,"2766","3"
"2",2,"2","1","1","1",1,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"1","2","2","1","2","2","2","2","2","2","3","1","3","1","2","3","3",5,3,2,4,1,"1",1,1,1,1,1,1,"2","4",1,0,0,1,1,1,5,1,1,2000,"2779","4"
"5",6,"2","1","2","2",7,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,"2","1","2","1","1","1","1","2","1","3","3","1","3","1","2","1","1",4,5,1,2,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,5,5,3,5,2002,"2","3"
"1",4,"1","1","2","1",1,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","1","1","2","2","2","2","3","2","3","3","2","2","3","3","2",5,4,3,1,2,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,1,5,5,1,2002,"79","2"
"3",4,"1","1","1",NA,4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,NA,1,NA,"1","1","2","2","2","3","2","3","2","2","2","2","2","2","3","2",4,5,1,2,3,"1",1,1,1,1,1,1,"1","2",1,0,0,1,1,5,3,3,5,2002,"83","2"
"1",3,"2","2","1","1",3,"2",1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","3","2","2","2","2","2","3","2","2","3","3","2","2","2",4,5,1,3,2,"1",0,0,1,0,0,0,"2","1",1,0,0,1,1,3,3,2,2,2002,"154","3"
"1",4,"2","1",NA,"2",3,"1",0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","2","1","1","2","3","2","2","2","3","2","3","2","2","2","2","2",4,5,3,1,2,"2",1,1,1,1,1,1,"1","2",1,0,0,1,1,2,3,2,4,2002,"160","2"
"6",6,"3","1","3","2",4,"2",1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","2","2","1","1","1","1","2","2","1","2","1","1","1","1",3,5,2,1,4,"2",0,0,1,0,0,0,"1","1",1,0,0,1,1,3,3,3,3,2002,"170","2"
"3",3,"3","1","2","2",7,"1",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"1","2","1","2","2","2","3","3","3","3","3","2","3","2","2","3","3",5,4,1,2,3,"2",1,1,1,1,1,1,"1","3",1,0,0,0,1,4,5,3,4,2002,"195","2"
"0",4,"2","2","2","2",1,"1",0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,"1","3","3","1","2","2","2","2","3","2","2","1","1","3","1","2","1",4,5,3,2,1,"1",1,1,1,1,1,1,"1","1",0,0,0,0,1,3,3,3,3,2002,"224","2"
"5",5,"2","1",NA,"1",5,"1",0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,"2","2","1","2","2","2","2","1","1","2","2","2","3","1","1","1","1",4,5,3,2,1,"1",1,0,1,0,1,0,"3","3",1,0,0,1,1,3,2,1,4,2002,"276","3"
"0",3,"2","1","2","1",2,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1",4,5,1,3,2,"1",0,0,1,0,1,0,"1","4",1,0,0,1,1,3,2,2,2,2002,"282","4"
"4",5,"2","1","2","2",5,"1",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,"2","1","2","1","2","2","1","2","2","3","2","1","3","2","1","2","2",4,5,1,3,2,"1",0,0,1,0,1,0,"1","4",1,0,0,1,1,3,4,2,4,2002,"304","3"
"0",3,"1","2","2","1",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","2","2","1","2","2","3","2","2","2","2","2","2","1","2","2","2",4,5,1,3,2,"1",1,1,1,1,1,1,"2","4",1,0,0,1,1,2,2,1,3,2002,"316","4"
"2",4,"2","2","2","2",3,"1",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,"2","2","2","2","3","3","2","2","2","2","2","2","3","2","2","2","2",4,5,1,2,3,"1",1,1,1,1,1,1,"2","4",1,0,0,1,1,3,3,1,5,2002,"338","3"
"7",5,"1","2","3","2",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"1","3","3","1","1","2","2","2","1","3","1","1","3","1","1","2","1",5,4,1,3,2,"2",1,0,1,0,1,0,"1","3",1,0,0,1,1,4,4,4,4,2002,"341","3"
"4",5,"2","1","2","1",3,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","1","2","2","2","2","1","2","2","2","2","1","1","1","1",4,5,2,3,1,"1",0,0,1,0,0,0,"1","4",1,0,0,1,1,3,3,2,3,2002,"349","2"
"1",4,"2","2","1","2",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","2","3","2","3","2","2","2","2","2","2","2","1",1,5,2,3,4,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,3,3,5,2002,"360","3"
"5",5,"1","2","1","2",5,"1",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","1","1","2","2","2","2","1","2","2","1","2","1",2,5,3,1,4,"1",1,1,1,1,1,1,"1","3",1,0,0,1,1,3,4,3,3,2002,"366","3"
"3",4,"1","2","2","1",4,"2",1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","1","1","1","1","2","3","1","2","1","2","2","2","1","1","2","1",5,4,1,2,3,"1",1,0,1,1,1,0,"3","4",1,0,0,1,1,5,5,5,5,2002,"406","3"
"0",4,"2","1","2","1",4,"1",0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,"1","2","2","2","3","2","2","2","2","3","2","2","3","3","2","2","3",4,5,1,2,3,"1",1,1,1,0,0,1,"1","1",1,0,0,0,1,2,2,3,3,2002,"445","4"
"0",3,"3","2","2","2",6,"1",1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,"2","3","2","3","2","2","2","2","2","2","1","1","2","2","2","2","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,3,3,4,2002,"452","3"
"3",4,"2","1","2","2",2,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,"2","1","2","1","2","2","2","2","3","2","2","3","3","2","2","3","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,3,1,5,2002,"492","3"
"0",5,"3","1","3","1",3,"1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"2","2","1","2","2","2","2","2","2","3","2","2","2","2","2","2","3",5,4,1,3,2,"1",0,0,1,0,1,0,"1","1",0,0,0,1,0,2,3,1,2,2002,"512","2"
"2",5,"1","1","1","2",3,"1",1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","3","3","2","2","2","2","2","3","2","2","2","1","1","2","1",3,5,1,2,4,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,3,1,4,2002,"522","3"
"1",4,"1","2","2","1",3,"1",1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","2","1","2","2","1","2","2","1","1","1","2","2","3","1",4,5,2,1,3,"1",1,1,1,0,1,0,"1","2",1,0,0,1,1,2,3,1,5,2002,"529","2"
"6",6,"2","2","1","2",7,"2",1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,"2","1","2","1","1","1","1","1","1","2","3","2","3","1","1","1","1",4,5,1,3,2,"2",0,0,1,0,1,0,"1","1",1,0,0,1,1,4,2,2,5,2002,"537","3"
"3",2,"1","1","1","1",7,"2",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","1","1","2","3","1","2","2","2","2","2","1","2","2","1",4,5,1,2,3,"1",1,0,1,1,1,1,"2","3",1,0,1,1,1,5,3,3,5,2002,"546","3"
"5",4,"2","2","2","2",1,"2",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,"2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",4,5,1,2,3,"1",1,0,1,0,1,0,"4","4",0,0,0,1,1,4,3,3,3,2002,"550","3"
"5",5,"3","1","1","1",5,"2",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,"2","1","2","1","2","2","2","2","1","2","2","2","1","2","2","2","1",5,4,1,2,3,"1",1,0,1,0,1,0,"1","4",1,0,0,1,1,3,3,3,5,2002,"558","3"
"6",4,"2","1","2","2",2,"1",0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,"2","1","3","1","2","2","3","2","1","2","3","1","2","2","1","1","1",4,3,2,1,5,"1",1,0,1,0,1,0,"2",NA,0,0,0,0,1,NA,3,3,1,2002,"594","3"
"6",5,"2","2",NA,"2",4,"1",0,0,1,0,0,1,0,1,1,0,1,NA,0,1,1,1,1,"2","2","1","2","2","2","3","2","2","3","1","1","2","1","1","3","1",1,5,4,3,2,"3",1,0,1,0,1,0,"1","1",0,0,0,1,1,5,3,3,5,2002,"603","3"
"5",6,"1","2","1","1",7,"1",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,"1","1","2","1","2","2","2","2","2","3","3","1","3","1","1","3","1",3,5,1,4,2,"1",1,1,1,1,1,1,"1","2",1,0,0,1,1,4,5,2,4,2002,"605","3"
"2",4,"1","1","2","2",4,"1",1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,"2","2","1","2","3","2","3","1","1","2","2","1","2","1","2","2","1",2,5,4,1,3,"1",0,0,0,0,0,0,"1","1",0,0,0,0,1,3,2,3,5,2002,"614","2"
"2",4,"1","1","1","1",4,"1",0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,"2","2","1","1","2","3","3","2","3","2","2","2","2","2","2","2","1",1,2,4,3,5,"1",1,0,1,0,1,0,"1","1",0,0,0,0,1,3,3,3,3,2002,"622","2"
